912,0.068
915,0.068
912,0.070
915,0.069
917,0.068
921,0.070
920,0.068
922,0.067
922,0.070
918,0.068
921,0.067
923,0.071
924,0.068
926,0.066
927,0.067
932,0.071
934,0.072
939,0.068
942,0.069
940,0.068
938,0.067
932,0.070
936,0.071
938,0.069
941,0.069
942,0.077
944,0.067
940,0.069
940,0.070
943,0.070
947,0.068
946,0.068
944,0.069
942,0.066
943,0.067
945,0.071
948,0.070
948,0.068
953,0.071
951,0.070
955,0.069
949,0.067
949,0.068
949,0.069
953,0.069
950,0.069
954,0.068
955,0.068
958,0.067
960,0.072
956,0.068
956,0.069
960,0.072
959,0.067
960,0.070
962,0.071
963,0.074
966,0.072
966,0.070
963,0.069
967,0.069
969,0.076
975,0.094
974,0.081
979,0.072
979,0.071
974,0.070
974,0.069
974,0.072
972,0.071
972,0.069
974,0.075
972,0.068
971,0.067
970,0.069
977,0.073
978,0.069
981,0.071
984,0.068
987,0.070
990,0.069
992,0.070
990,0.071
990,0.070
987,0.069
986,0.069
988,0.070
986,0.072
985,0.070
983,0.070
981,0.072
977,0.068
978,0.067
979,0.068
978,0.070
976,0.070
976,0.068
977,0.070
980,0.069
981,0.070
981,0.069
985,0.072
987,0.068
992,0.070
991,0.071
988,0.068
993,0.068
990,0.069
994,0.071
990,0.070
994,0.069
993,0.069
994,0.070
994,0.069
996,0.071
997,0.071
1000,0.069
997,0.070
1003,0.071
1005,0.070
1004,0.070
1002,0.072
1005,0.071
1011,0.071
1009,0.070
1011,0.071
1008,0.070
1007,0.073
1005,0.068
1008,0.068
1006,0.069
1010,0.068
1008,0.072
1008,0.072
1009,0.076
1011,0.070
1012,0.071
1012,0.070
1009,0.069
1009,0.072
1006,0.073
1006,0.069
1010,0.070
1008,0.072
1005,0.068
1008,0.069
1007,0.071
1011,0.072
1010,0.069
1010,0.069
1011,0.070
1014,0.068
1010,0.070
1011,0.069
1010,0.070
1009,0.069
1010,0.071
1008,0.070
1011,0.069
1009,0.075
1012,0.070
1010,0.070
1011,0.071
1008,0.070
1007,0.070
1010,0.072
1011,0.070
1011,0.070
1014,0.072
1015,0.069
1012,0.068
1015,0.072
1018,0.069
1020,0.071
1018,0.070
1017,0.070
1019,0.072
1019,0.073
1019,0.084
1024,0.083
1026,0.087
1026,0.086
1021,0.082
1024,0.094
1023,0.081
1022,0.086
1022,0.086
1023,0.090
1020,0.079
1021,0.087
1021,0.088
1021,0.093
1025,0.089
1022,0.083
1026,0.088
1029,0.093
1028,0.097
1026,0.087
1025,0.094
1026,0.082
1024,0.095
1020,0.084
1022,0.083
1021,0.087
1017,0.081
1019,0.081
1017,0.099
1015,0.084
1012,0.090
1008,0.083
1009,0.078
1008,0.085
1007,0.069
1007,0.068
1004,0.071
1005,0.070
1003,0.069
1009,0.075
1013,0.071
1013,0.071
1014,0.072
1019,0.072
1016,0.069
1020,0.071
1020,0.070
1017,0.070
1017,0.069
1017,0.071
1019,0.069
1019,0.084
1020,0.071
1020,0.069
1025,0.070
1028,0.070
1026,0.072
1025,0.069
1029,0.070
1030,0.070
1030,0.069
1031,0.070
1029,0.073
1030,0.070
1037,0.070
1037,0.071
1037,0.070
1037,0.069
1038,0.072
1038,0.071
1037,0.069
1040,0.070
1040,0.070
1039,0.068
1041,0.068
1043,0.070
1043,0.070
1043,0.070
1040,0.072
1042,0.069
1040,0.069
1041,0.071
1043,0.075
1042,0.071
1041,0.072
1045,0.070
1048,0.075
1047,0.070
1047,0.070
1051,0.071
1054,0.073
1053,0.071
1055,0.072
1058,0.069
1061,0.071
1064,0.070
1067,0.071
1066,0.072
1065,0.071
1067,0.072
1067,0.070
1068,0.071
1074,0.072
1067,0.072
1071,0.072
1074,0.074
1071,0.071
1076,0.069
1076,0.071
1076,0.074
1074,0.071
1071,0.070
1071,0.072
1071,0.069
1072,0.070
1076,0.072
1078,0.073
1078,0.072
1083,0.072
1082,0.071
1082,0.071
1084,0.070
1084,0.071
1084,0.071
1085,0.073
1084,0.075
1086,0.069
1092,0.070
1095,0.070
1092,0.074
1094,0.073
1091,0.072
1092,0.070
1093,0.071
1092,0.070
1094,0.071
1099,0.071
1097,0.073
1097,0.073
1098,0.075
1099,0.073
1095,0.073
1099,0.073
1099,0.075
1102,0.072
1102,0.072
1102,0.074
1103,0.073
1103,0.072
1104,0.074
1104,0.073
1107,0.073
1106,0.072
1108,0.071
1110,0.073
1110,0.070
1109,0.075
1112,0.072
1112,0.072
1114,0.073
1113,0.072
1111,0.072
1114,0.074
1112,0.071
1118,0.072
1121,0.074
1119,0.070
1121,0.071
1119,0.073
1118,0.074
1117,0.070
1121,0.073
1120,0.073
1118,0.071
1120,0.072
1124,0.074
1125,0.071
1122,0.073
1127,0.072
1125,0.074
1129,0.072
1133,0.071
1129,0.075
1132,0.073
1130,0.071
1132,0.073
1134,0.076
1133,0.072
1138,0.073
1137,0.071
1137,0.071
1137,0.073
1137,0.074
1137,0.073
1137,0.071
1135,0.072
1134,0.071
1135,0.072
1136,0.074
1139,0.074
1144,0.072
1145,0.077
1144,0.072
1147,0.072
1149,0.077
1150,0.074
1152,0.072
1151,0.074
1153,0.072
1151,0.072
1155,0.074
1155,0.074
1159,0.072
1161,0.072
1162,0.075
1164,0.072
1167,0.072
1168,0.074
1164,0.075
1168,0.071
1170,0.075
1169,0.072
1172,0.072
1175,0.075
1177,0.076
1176,0.072
1173,0.074
1179,0.073
1182,0.071
1183,0.074
1181,0.073
1181,0.073
1183,0.071
1182,0.073
1186,0.073
1188,0.072
1186,0.074
1187,0.075
1191,0.073
1193,0.074
1198,0.073
1199,0.074
1203,0.072
1207,0.078
1200,0.073
1198,0.075
1199,0.073
1196,0.073
1199,0.073
1199,0.077
1201,0.073
1198,0.072
1198,0.072
1198,0.071
1198,0.072
1202,0.072
1206,0.074
1209,0.074
1209,0.074
1210,0.073
1212,0.073
1213,0.075
1211,0.075
1212,0.072
1217,0.073
1222,0.073
1225,0.073
1223,0.074
1221,0.073
1223,0.075
1223,0.074
1224,0.072
1224,0.073
1225,0.072
1227,0.073
1229,0.074
1227,0.073
1233,0.076
1233,0.074
1235,0.074
1239,0.075
1237,0.076
1238,0.075
1236,0.073
1235,0.073
1238,0.074
1241,0.075
1243,0.077
1244,0.074
1251,0.073
1249,0.073
1247,0.072
1250,0.072
1252,0.074
1249,0.075
1249,0.072
1251,0.076
1254,0.075
1254,0.073
1255,0.074
1258,0.076
1257,0.074
1252,0.075
1253,0.073
1257,0.073
1258,0.074
1256,0.074
1257,0.074
1253,0.075
1258,0.074
1261,0.073
1260,0.073
1259,0.076
1259,0.074
1261,0.073
1263,0.075
1266,0.073
1268,0.072
1264,0.074
1268,0.076
1272,0.076
1271,0.073
1273,0.073
1269,0.074
1272,0.073
1275,0.076
1274,0.074
1272,0.075
1270,0.074
1269,0.072
1269,0.075
1270,0.075
1269,0.073
1269,0.076
1264,0.072
1261,0.074
1265,0.075
1265,0.076
1265,0.072
1265,0.074
1264,0.072
1266,0.073
1268,0.073
1271,0.076
1270,0.073
1275,0.073
1273,0.075
1272,0.073
1273,0.073
1275,0.074
1277,0.072
1283,0.075
1282,0.074
1281,0.073
1278,0.073
1277,0.073
